id,uin,name,email,mobile,statusCode,regCenterId,langCode,lastLoginDateTime,lastLoginMethod,isActive
110129,5402120055,dummy-name,dummy@dummy.com,999999,ACT,10002,eng,NULL,PWD,TRUE
110130,5402120055,dummy-name,dummy@dummy.com,999999,ACT,10002,eng,NULL,PWD,TRUE
110118,5402120055,dummy-name,dummy@dummy.com,999999,ACT,10002,eng,NULL,PWD,TRUE
110122,5402120055,dummy-name,dummy@dummy.com,999999,ACT,10002,eng,NULL,PWD,TRUE
110085,5402120055,dummy-name,dummy@dummy.com,999999,ACT,10002,eng,NULL,PWD,FALSE
110086,5402120055,dummy-name,dummy@dummy.com,999999,ACT,10002,eng,NULL,PWD,FALSE
110089,5402120055,dummy-name,dummy@dummy.com,999999,ACT,10002,eng,NULL,PWD,FALSE
110128,5402120055,dummy-name,dummy@dummy.com,999999,ACT,10002,eng,NULL,PWD,FALSE
110131,5402120055,dummy-name,dummy@dummy.com,999999,ACT,10002,eng,NULL,PWD,FALSE
110123,5402120055,dummy-name,dummy@dummy.com,999999,ACT,10002,eng,NULL,PWD,TRUE
110084,5402120055,dummy-name,dummy@dummy.com,999999,ACT,10002,eng,NULL,PWD,TRUE
110087,5402120055,dummy-name,dummy@dummy.com,999999,ACT,10002,eng,NULL,PWD,TRUE
110088,5402120055,dummy-name,dummy@dummy.com,999999,ACT,10002,eng,NULL,PWD,TRUE
110090,5402120055,dummy-name,dummy@dummy.com,999999,ACT,10002,eng,NULL,PWD,TRUE
110091,5402120055,dummy-name,dummy@dummy.com,999999,ACT,10002,eng,NULL,PWD,TRUE
110092,5402120055,dummy-name,dummy@dummy.com,999999,ACT,10002,eng,NULL,PWD,TRUE
110093,5402120055,dummy-name,dummy@dummy.com,999999,ACT,10002,eng,NULL,PWD,TRUE
110094,5402120055,dummy-name,dummy@dummy.com,999999,ACT,10002,eng,NULL,PWD,TRUE
110095,5402120055,dummy-name,dummy@dummy.com,999999,ACT,10002,eng,NULL,PWD,TRUE
110096,5402120055,dummy-name,dummy@dummy.com,999999,ACT,10002,eng,NULL,PWD,TRUE
110097,5402120055,dummy-name,dummy@dummy.com,999999,ACT,10002,eng,NULL,PWD,TRUE
110098,5402120055,dummy-name,dummy@dummy.com,999999,ACT,10002,eng,NULL,PWD,TRUE
110099,5402120055,dummy-name,dummy@dummy.com,999999,ACT,10002,eng,NULL,PWD,TRUE
110100,5402120055,dummy-name,dummy@dummy.com,999999,ACT,10002,eng,NULL,PWD,TRUE
110101,5402120055,dummy-name,dummy@dummy.com,999999,ACT,10002,eng,NULL,PWD,TRUE
110102,5402120055,dummy-name,dummy@dummy.com,999999,ACT,10002,eng,NULL,PWD,TRUE
110103,5402120055,dummy-name,dummy@dummy.com,999999,ACT,10002,eng,NULL,PWD,TRUE
110104,5402120055,dummy-name,dummy@dummy.com,999999,ACT,10002,eng,NULL,PWD,TRUE
110105,5402120055,dummy-name,dummy@dummy.com,999999,ACT,10002,eng,NULL,PWD,TRUE
110106,5402120055,dummy-name,dummy@dummy.com,999999,ACT,10002,eng,NULL,PWD,TRUE
110107,5402120055,dummy-name,dummy@dummy.com,999999,ACT,10002,eng,NULL,PWD,TRUE
110108,5402120055,dummy-name,dummy@dummy.com,999999,ACT,10002,eng,NULL,PWD,TRUE
110109,5402120055,dummy-name,dummy@dummy.com,999999,ACT,10002,eng,NULL,PWD,TRUE
110110,5402120055,dummy-name,dummy@dummy.com,999999,ACT,10002,eng,NULL,PWD,TRUE
110001,5402120055,dummy-name,dummy@dummy.com,999999,ACT,10002,eng,NULL,PWD,TRUE
110002,5402120055,dummy-name,dummy@dummy.com,999999,ACT,10002,eng,NULL,PWD,TRUE
110003,5402120055,dummy-name,dummy@dummy.com,999999,ACT,10002,eng,NULL,PWD,TRUE
110004,5402120055,dummy-name,dummy@dummy.com,999999,ACT,10002,eng,NULL,PWD,TRUE
110005,5402120055,dummy-name,dummy@dummy.com,999999,ACT,10002,eng,NULL,PWD,TRUE
110006,5402120055,dummy-name,dummy@dummy.com,999999,ACT,10002,eng,NULL,PWD,TRUE
110007,5402120055,dummy-name,dummy@dummy.com,999999,ACT,10002,eng,NULL,PWD,TRUE
110008,5402120055,dummy-name,dummy@dummy.com,999999,ACT,10002,eng,NULL,PWD,TRUE
110009,5402120055,dummy-name,dummy@dummy.com,999999,ACT,10002,eng,NULL,PWD,TRUE
110010,5402120055,dummy-name,dummy@dummy.com,999999,ACT,10002,eng,NULL,PWD,TRUE
110013,5402120055,dummy-name,dummy@dummy.com,999999,ACT,10002,eng,NULL,PWD,TRUE
110014,5402120055,dummy-name,dummy@dummy.com,999999,ACT,10002,eng,NULL,PWD,TRUE
110012,5402120055,dummy-name,dummy@dummy.com,999999,ACT,10002,eng,NULL,PWD,TRUE
