id,uin,name,email,mobile,status_code,lang_code,last_login_method,is_active,cr_by,cr_dtimes,eff_dtimes
110069,9317596807,Yadimala,Yadimala@xyz.com,818876470,ACT,eng,PWD,TRUE,superadmin,now(),now()
110070,9317596808,Dummy User,Dummy@xyz.com,818876471,ACT,eng,PWD,TRUE,superadmin,now(),now()
110071,9317596809,Dummy User,Dummy@xyz.com,818876472,ACT,eng,PWD,TRUE,superadmin,now(),now()
110072,9317596810,Dummy User,Dummy@xyz.com,818876473,ACT,eng,PWD,TRUE,superadmin,now(),now()
110073,9317596811,Dummy User,Dummy@xyz.com,818876474,ACT,eng,PWD,TRUE,superadmin,now(),now()
110074,9317596812,Dummy User,Dummy@xyz.com,818876475,ACT,eng,PWD,TRUE,superadmin,now(),now()
110075,9317596813,Ankit - Technoforte,ankit.vaishnav@technoforte.co.in,818876476,ACT,eng,PWD,TRUE,superadmin,now(),now()
110076,9317596814,Jane - Technoforte,Jane.rose@technoforte.co.in,818876477,ACT,eng,PWD,TRUE,superadmin,now(),now()
110077,9317596815,Piyush - Technoforte,piyush.singh@technoforte.co.in,818876478,ACT,eng,PWD,TRUE,superadmin,now(),now()
110078,9317596816,Suchana - Technoforte,suchana.kankonkar@technoforte.co.in,818876479,ACT,eng,PWD,TRUE,superadmin,now(),now()
110079,9317596817,Swapna - Technoforte,swapna.p@technoforte.co.in,818876480,ACT,eng,PWD,TRUE,superadmin,now(),now()
110080,9317596818,Niyati - Technoforte,niyati.swami@technoforte.co.in,818876481,ACT,eng,PWD,TRUE,superadmin,now(),now()
110081,9317596819,Hemant - Technoforte,Hemant.vadher@technoforte.co.in,818876482,ACT,eng,PWD,TRUE,superadmin,now(),now()
110082,9317596820,Channa - Technoforte,Channakeshava.p@technoforte.co.in,818876483,ACT,eng,PWD,TRUE,superadmin,now(),now()
110083,9317596821,Sanjeev - Technoforte,sanjeev.shrivastava@technoforte.co.in,818876484,ACT,eng,PWD,TRUE,superadmin,now(),now()
110084,9317596822,Alok - Technoforte,alok.tiwari@technoforte.co.in,818876485,ACT,eng,PWD,TRUE,superadmin,now(),now()
110085,9317596823,Nikhilesh - Technoforte,nikhilesh.kumar@technoforte.co.in,818876486,ACT,eng,PWD,TRUE,superadmin,now(),now()
110086,9317596824,Chandra - Technoforte,chandra.mishra@technoforte.co.in,818876487,ACT,eng,PWD,TRUE,superadmin,now(),now()
110087,9317596825,Dummy User,Dummy@xyz.com,818876488,ACT,eng,PWD,TRUE,superadmin,now(),now()
110088,9317596826,Dummy User,Dummy@xyz.com,818876489,ACT,eng,PWD,TRUE,superadmin,now(),now()
110089,9317596827,Dummy User,Dummy@xyz.com,818876490,ACT,eng,PWD,TRUE,superadmin,now(),now()
110090,9317596828,Dummy User,Dummy@xyz.com,818876491,ACT,eng,PWD,TRUE,superadmin,now(),now()
110091,9317596829,Dummy User,Dummy@xyz.com,818876492,ACT,eng,PWD,TRUE,superadmin,now(),now()
110092,9317596830,Dummy User,Dummy@xyz.com,818876493,ACT,eng,PWD,TRUE,superadmin,now(),now()
110093,9317596831,Dummy User,Dummy@xyz.com,818876494,ACT,eng,PWD,TRUE,superadmin,now(),now()
110094,9317596832,Dummy User,Dummy@xyz.com,818876495,ACT,eng,PWD,TRUE,superadmin,now(),now()
110095,9317596833,Dummy User,Dummy@xyz.com,818876496,ACT,eng,PWD,TRUE,superadmin,now(),now()
110096,9317596834,Dummy User,Dummy@xyz.com,818876497,ACT,eng,PWD,TRUE,superadmin,now(),now()
110097,9317596835,Dummy User,Dummy@xyz.com,818876498,ACT,eng,PWD,TRUE,superadmin,now(),now()
110098,9317596836,Dummy User,Dummy@xyz.com,818876499,ACT,eng,PWD,TRUE,superadmin,now(),now()
110099,9317596837,Dummy User,Dummy@xyz.com,818876500,ACT,eng,PWD,TRUE,superadmin,now(),now()
110100,9317596838,Dummy User,Dummy@xyz.com,818876501,ACT,eng,PWD,TRUE,superadmin,now(),now()
110101,9317596839,Dummy User,Dummy@xyz.com,818876502,ACT,eng,PWD,TRUE,superadmin,now(),now()
